,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
15176,Yes,No,3.8,259,MG Road,Cafe,Cafe,700,Dine-out,Indiranagar
15177,Yes,No,3.7,15,CV Raman Nagar,Food Court,North Indian,300,Dine-out,Indiranagar
15178,No,No,3.2,4,Old Airport Road,Quick Bites,Biryani,200,Dine-out,Indiranagar
15179,No,No,3.7,82,MG Road,Fine Dining,Italian,2500,Dine-out,Indiranagar
15180,Yes,No,3.8,138,Old Airport Road,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,Dine-out,Indiranagar
15181,No,Yes,4.1,3864,Indiranagar,"Casual Dining, Bar","European, Continental",1300,Drinks & nightlife,Indiranagar
15182,No,Yes,4.6,2785,Indiranagar,"Bar, Casual Dining","Continental, Asian, Italian, North Indian",1500,Drinks & nightlife,Indiranagar
15183,No,Yes,4.2,6907,Indiranagar,"Microbrewery, Pub","North Indian, Continental, Chinese",1400,Drinks & nightlife,Indiranagar
15184,No,No,4.7,14956,Indiranagar,Microbrewery,"Italian, American, Pizza",1500,Drinks & nightlife,Indiranagar
15185,No,Yes,4.1,177,Indiranagar,"Pub, Casual Dining","Sushi, Continental, Pizza, Italian, Asian",2000,Drinks & nightlife,Indiranagar
15186,No,Yes,4.3,4187,Indiranagar,"Bar, Casual Dining","Continental, Salad, Burger, Finger Food, Pizza",1500,Drinks & nightlife,Indiranagar
15187,No,Yes,4.3,3592,Indiranagar,"Lounge, Casual Dining","Continental, American, Asian, North Indian, Burger",2100,Drinks & nightlife,Indiranagar
15188,No,Yes,4.4,2993,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican",1400,Drinks & nightlife,Indiranagar
15189,No,Yes,4.3,879,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food",1300,Drinks & nightlife,Indiranagar
15190,No,Yes,4.2,2901,Indiranagar,Pub,"Russian, Continental, North Indian",1300,Drinks & nightlife,Indiranagar
15191,Yes,No,4.3,3848,Indiranagar,Pub,"American, Asian, European, North Indian",1400,Drinks & nightlife,Indiranagar
15192,Yes,No,4.3,1273,Indiranagar,"Cafe, Casual Dining","Cafe, Italian, American",1000,Drinks & nightlife,Indiranagar
15193,No,Yes,4.2,172,Indiranagar,"Lounge, Casual Dining","Continental, Modern Indian",1500,Drinks & nightlife,Indiranagar
15194,No,Yes,4.2,2445,Indiranagar,"Bar, Casual Dining","Chinese, Continental, Finger Food, Italian",1500,Drinks & nightlife,Indiranagar
15195,Yes,No,4.1,2415,Indiranagar,Lounge,"Fast Food, European",1400,Drinks & nightlife,Indiranagar
15196,No,No,4.2,1651,Indiranagar,"Casual Dining, Pub","American, Continental, BBQ, Steak",1200,Drinks & nightlife,Indiranagar
15197,Yes,Yes,4.1,1827,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental",1100,Drinks & nightlife,Indiranagar
15198,No,Yes,3.8,201,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mangalorean",1000,Drinks & nightlife,Indiranagar
15199,No,No,4.1,1858,Indiranagar,Bar,"Finger Food, Continental",1200,Drinks & nightlife,Indiranagar
15200,No,Yes,3.6,1111,Indiranagar,Lounge,"Continental, Chinese, North Indian",1400,Drinks & nightlife,Indiranagar
15201,No,Yes,4.0,592,Indiranagar,Bar,"Continental, North Indian, Italian",1300,Drinks & nightlife,Indiranagar
15202,Yes,Yes,4.0,1413,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",1500,Drinks & nightlife,Indiranagar
15203,No,Yes,4.2,1089,Indiranagar,"Pub, Casual Dining",Finger Food,1100,Drinks & nightlife,Indiranagar
15204,No,Yes,3.9,644,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese",1500,Drinks & nightlife,Indiranagar
15205,No,Yes,4.0,973,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",1400,Drinks & nightlife,Indiranagar
15206,Yes,No,3.8,137,Indiranagar,"Casual Dining, Bar","North Indian, Chinese",750,Drinks & nightlife,Indiranagar
15207,No,Yes,3.9,815,Indiranagar,Bar,"American, North Indian, Chinese",1700,Drinks & nightlife,Indiranagar
15208,No,Yes,3.9,854,Indiranagar,Lounge,"North Indian, Chinese, Continental, Bengali",1600,Drinks & nightlife,Indiranagar
15209,No,Yes,4.0,601,Indiranagar,Lounge,"Continental, Steak",1800,Drinks & nightlife,Indiranagar
15210,No,Yes,4.1,1341,Indiranagar,Lounge,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",1500,Drinks & nightlife,Indiranagar
15211,No,Yes,3.8,263,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",1000,Drinks & nightlife,Indiranagar
15212,No,Yes,3.9,1214,Indiranagar,Pub,"Chinese, Continental, American, Steak",1200,Drinks & nightlife,Indiranagar
15213,No,No,3.5,10,Indiranagar,Lounge,"Chinese, Continental, Steak",1300,Drinks & nightlife,Indiranagar
15214,No,No,3.1,11,Indiranagar,Bar,"North Indian, Chinese",1000,Drinks & nightlife,Indiranagar
15215,No,Yes,3.8,198,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian",1000,Drinks & nightlife,Indiranagar
15216,No,Yes,4.0,1724,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",1600,Drinks & nightlife,Indiranagar
15217,No,Yes,4.3,2031,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food",1700,Drinks & nightlife,Indiranagar
15218,No,No,2.4,25,Domlur,Bar,"Chinese, European",1000,Drinks & nightlife,Indiranagar
15219,No,No,4.0,108,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food",1300,Drinks & nightlife,Indiranagar
15220,No,No,3.2,8,Thippasandra,"Casual Dining, Bar","North Indian, Fast Food",600,Drinks & nightlife,Indiranagar
15221,No,Yes,4.7,9041,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",1800,Drinks & nightlife,Indiranagar
15222,No,No,4.1,403,Old Airport Road,Bar,Finger Food,1000,Drinks & nightlife,Indiranagar
15223,No,Yes,4.1,207,MG Road,"Pub, Casual Dining","Continental, Finger Food, Pizza, North Indian",1000,Drinks & nightlife,Indiranagar
15224,No,No,3.9,73,Old Airport Road,Bar,"Chinese, Continental",1800,Drinks & nightlife,Indiranagar
15225,No,Yes,4.0,427,Old Airport Road,"Club, Casual Dining","European, Spanish, Continental, Italian",2400,Drinks & nightlife,Indiranagar
15226,No,Yes,4.2,536,MG Road,"Casual Dining, Pub","North Indian, Pizza, Chinese",1500,Drinks & nightlife,Indiranagar
15227,No,Yes,4.1,609,MG Road,Club,Continental,2800,Drinks & nightlife,Indiranagar
15228,No,No,3.8,617,MG Road,Lounge,"North Indian, Chinese, Mediterranean",3000,Drinks & nightlife,Indiranagar
15229,No,No,3.9,108,Old Airport Road,Lounge,Finger Food,3000,Drinks & nightlife,Indiranagar
15230,No,Yes,4.0,195,MG Road,"Lounge, Bar","North Indian, Mediterranean, Chinese",3000,Drinks & nightlife,Indiranagar
15231,No,No,4.1,258,MG Road,"Casual Dining, Bar","Continental, Chinese",1200,Drinks & nightlife,Indiranagar
15232,No,No,3.8,46,Old Airport Road,Lounge,Continental,1800,Drinks & nightlife,Indiranagar
15233,No,Yes,3.8,108,Ulsoor,Bar,"North Indian, Chinese",1400,Drinks & nightlife,Indiranagar
15234,No,Yes,4.0,91,Ulsoor,Lounge,"Finger Food, Continental, Chinese",2400,Drinks & nightlife,Indiranagar
15235,No,Yes,4.2,6907,Indiranagar,"Microbrewery, Pub","North Indian, Continental, Chinese",1400,Pubs and bars,Indiranagar
15236,No,Yes,4.1,3864,Indiranagar,"Casual Dining, Bar","European, Continental",1300,Pubs and bars,Indiranagar
15237,No,No,4.3,424,Indiranagar,"Bar, Casual Dining","South Indian, Finger Food",1000,Pubs and bars,Indiranagar
15238,No,Yes,4.1,177,Indiranagar,"Pub, Casual Dining","Sushi, Continental, Pizza, Italian, Asian",2000,Pubs and bars,Indiranagar
15239,Yes,No,4.6,3760,Indiranagar,"Casual Dining, Bar","Asian, Thai, Vietnamese, Malaysian, Beverages",1200,Pubs and bars,Indiranagar
15240,No,Yes,4.3,4187,Indiranagar,"Bar, Casual Dining","Continental, Salad, Burger, Finger Food, Pizza",1500,Pubs and bars,Indiranagar
15241,No,Yes,4.6,2785,Indiranagar,"Bar, Casual Dining","Continental, Asian, Italian, North Indian",1500,Pubs and bars,Indiranagar
15242,No,Yes,4.4,953,Indiranagar,"Fine Dining, Bar","Modern Indian, European, American",2500,Pubs and bars,Indiranagar
15243,No,Yes,4.4,2993,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican",1400,Pubs and bars,Indiranagar
15244,No,Yes,4.3,879,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food",1300,Pubs and bars,Indiranagar
15245,No,Yes,4.2,2901,Indiranagar,Pub,"Russian, Continental, North Indian",1300,Pubs and bars,Indiranagar
15246,Yes,No,4.3,3848,Indiranagar,Pub,"American, Asian, European, North Indian",1400,Pubs and bars,Indiranagar
15247,Yes,Yes,4.4,1420,Indiranagar,"Casual Dining, Bar",North Indian,1100,Pubs and bars,Indiranagar
15248,No,Yes,4.2,2445,Indiranagar,"Bar, Casual Dining","Chinese, Continental, Finger Food, Italian",1500,Pubs and bars,Indiranagar
15249,Yes,Yes,4.1,201,Indiranagar,"Bar, Casual Dining","American, Finger Food",1500,Pubs and bars,Indiranagar
15250,No,Yes,4.2,902,Indiranagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,Pubs and bars,Indiranagar
15251,No,No,4.2,1651,Indiranagar,"Casual Dining, Pub","American, Continental, BBQ, Steak",1200,Pubs and bars,Indiranagar
15252,Yes,Yes,4.1,1827,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental",1100,Pubs and bars,Indiranagar
15253,No,Yes,3.8,201,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mangalorean",1000,Pubs and bars,Indiranagar
15254,No,No,4.1,1858,Indiranagar,Bar,"Finger Food, Continental",1200,Pubs and bars,Indiranagar
15255,No,Yes,4.0,592,Indiranagar,Bar,"Continental, North Indian, Italian",1300,Pubs and bars,Indiranagar
15256,Yes,Yes,4.0,1413,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",1500,Pubs and bars,Indiranagar
15257,No,Yes,4.2,1089,Indiranagar,"Pub, Casual Dining",Finger Food,1100,Pubs and bars,Indiranagar
15258,No,No,3.9,48,Indiranagar,Bar,"Finger Food, South Indian, Continental",900,Pubs and bars,Indiranagar
15259,No,Yes,3.9,644,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese",1500,Pubs and bars,Indiranagar
15260,No,Yes,4.0,973,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",1400,Pubs and bars,Indiranagar
15261,Yes,No,3.8,137,Indiranagar,"Casual Dining, Bar","North Indian, Chinese",750,Pubs and bars,Indiranagar
15262,No,Yes,3.9,815,Indiranagar,Bar,"American, North Indian, Chinese",1700,Pubs and bars,Indiranagar
15263,No,Yes,3.8,263,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",1000,Pubs and bars,Indiranagar
15264,No,Yes,3.9,1214,Indiranagar,Pub,"Chinese, Continental, American, Steak",1200,Pubs and bars,Indiranagar
15265,No,No,3.2,8,Indiranagar,Pub,Finger Food,1000,Pubs and bars,Indiranagar
15266,No,No,3.1,11,Indiranagar,Bar,"North Indian, Chinese",1000,Pubs and bars,Indiranagar
15267,No,Yes,3.8,198,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian",1000,Pubs and bars,Indiranagar
15268,No,Yes,4.3,2031,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food",1700,Pubs and bars,Indiranagar
15269,No,No,4.0,115,Domlur,"Casual Dining, Bar","North Indian, Continental, Chinese, European",1700,Pubs and bars,Indiranagar
15270,No,No,3.3,4,Domlur,"Casual Dining, Bar","North Indian, Chinese, Andhra, Mangalorean",800,Pubs and bars,Indiranagar
15271,No,No,2.4,25,Domlur,Bar,"Chinese, European",1000,Pubs and bars,Indiranagar
15272,No,No,4.0,108,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food",1300,Pubs and bars,Indiranagar
15273,No,No,3.2,8,Thippasandra,"Casual Dining, Bar","North Indian, Fast Food",600,Pubs and bars,Indiranagar
15274,No,Yes,4.7,9041,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",1800,Pubs and bars,Indiranagar
15275,No,No,4.1,403,Old Airport Road,Bar,Finger Food,1000,Pubs and bars,Indiranagar
15276,No,Yes,4.1,207,MG Road,"Pub, Casual Dining","Continental, Finger Food, Pizza, North Indian",1000,Pubs and bars,Indiranagar
15277,Yes,Yes,4.0,419,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",1400,Pubs and bars,Indiranagar
15278,Yes,Yes,4.2,980,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000,Pubs and bars,Indiranagar
15279,No,No,3.9,73,Old Airport Road,Bar,"Chinese, Continental",1800,Pubs and bars,Indiranagar
15280,No,Yes,4.2,536,MG Road,"Casual Dining, Pub","North Indian, Pizza, Chinese",1500,Pubs and bars,Indiranagar
15281,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200,Pubs and bars,Indiranagar
15282,No,Yes,4.1,334,MG Road,"Casual Dining, Bar","Kerala, Seafood",1800,Pubs and bars,Indiranagar
15283,No,Yes,4.0,195,MG Road,"Lounge, Bar","North Indian, Mediterranean, Chinese",3000,Pubs and bars,Indiranagar
15284,No,No,4.1,258,MG Road,"Casual Dining, Bar","Continental, Chinese",1200,Pubs and bars,Indiranagar
15285,No,Yes,3.8,108,Ulsoor,Bar,"North Indian, Chinese",1400,Pubs and bars,Indiranagar
15286,No,No,3.3,16,Ulsoor,"Casual Dining, Bar","Biryani, South Indian, North Indian, Chinese, Mughlai",950,Pubs and bars,Indiranagar
15287,No,Yes,4.6,538,Jayanagar,Casual Dining,"North Indian, Chinese, Mughlai, Mexican, BBQ",1100,Buffet,Jayanagar
15288,Yes,Yes,4.2,2025,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Buffet,Jayanagar
15289,No,Yes,4.1,2309,Jayanagar,Casual Dining,"North Indian, Chinese",950,Buffet,Jayanagar
15290,Yes,Yes,4.3,1247,Jayanagar,Casual Dining,"North Indian, Italian",1000,Buffet,Jayanagar
15291,Yes,Yes,4.1,2342,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",1500,Buffet,Jayanagar
15292,Yes,No,4.4,4892,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,Buffet,Jayanagar
15293,Yes,Yes,3.8,362,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese, Rajasthani",600,Buffet,Jayanagar
15294,Yes,No,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Buffet,Jayanagar
15295,Yes,No,4.0,140,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550,Buffet,Jayanagar
15296,No,Yes,3.8,176,Jayanagar,Casual Dining,"North Indian, Afghan",1350,Buffet,Jayanagar
15297,Yes,Yes,3.8,584,Jayanagar,Casual Dining,"North Indian, Mughlai, Biryani",1200,Buffet,Jayanagar
15298,No,Yes,4.9,6404,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600,Buffet,Jayanagar
15299,Yes,Yes,4.4,2496,Bannerghatta Road,Pub,"North Indian, Italian",900,Buffet,Jayanagar
15300,No,Yes,4.7,3855,JP Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600,Buffet,Jayanagar
15301,No,No,4.3,357,JP Nagar,Casual Dining,"North Indian, South Indian",1200,Buffet,Jayanagar
15302,No,Yes,4.1,2461,JP Nagar,Casual Dining,"Rajasthani, Gujarati, North Indian, South Indian",1000,Buffet,Jayanagar
15303,No,Yes,4.1,1239,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",800,Buffet,Jayanagar
15304,No,Yes,4.4,1154,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,Buffet,Jayanagar
15305,Yes,Yes,4.1,1547,JP Nagar,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts",1000,Buffet,Jayanagar
15306,Yes,Yes,4.1,783,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Buffet,Jayanagar
15307,Yes,Yes,3.8,763,JP Nagar,Casual Dining,North Indian,600,Buffet,Jayanagar
15308,Yes,Yes,3.8,561,JP Nagar,Casual Dining,North Indian,800,Buffet,Jayanagar
15309,No,No,3.7,203,JP Nagar,Casual Dining,"North Indian, Continental, Italian",900,Buffet,Jayanagar
15310,No,Yes,3.9,165,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese, Biryani",1000,Buffet,Jayanagar
15311,No,No,3.3,177,JP Nagar,Casual Dining,"North Indian, Chinese, Continental",950,Buffet,Jayanagar
15312,No,No,2.7,43,JP Nagar,Casual Dining,"North Indian, Continental, South Indian, Chinese",1000,Buffet,Jayanagar
15313,No,No,3.5,44,JP Nagar,Casual Dining,"Chinese, North Indian",1000,Buffet,Jayanagar
15314,No,Yes,4.2,656,Jayanagar,"Cafe, Casual Dining","Cafe, Continental, Mediterranean, Italian, Desserts",800,Cafes,Jayanagar
15315,No,Yes,4.1,113,Jayanagar,Cafe,"Cafe, Chinese, Continental, Fast Food",800,Cafes,Jayanagar
15316,No,Yes,4.1,1445,JP Nagar,Cafe,"Cafe, Chinese, Continental, Italian",800,Cafes,Jayanagar
15317,Yes,Yes,4.3,1265,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",800,Cafes,Jayanagar
15318,No,No,4.2,713,Jayanagar,Cafe,Cafe,500,Cafes,Jayanagar
15319,Yes,No,4.1,799,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",400,Cafes,Jayanagar
15320,No,Yes,4.2,738,Jayanagar,Cafe,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800,Cafes,Jayanagar
15321,No,Yes,3.5,11,Jayanagar,Cafe,"Cafe, Healthy Food",800,Cafes,Jayanagar
15322,No,No,4.1,226,Jayanagar,Cafe,"Cafe, Salad, Wraps, Beverages",800,Cafes,Jayanagar
15323,No,No,4.1,710,Jayanagar,Cafe,"Cafe, Healthy Food",850,Cafes,Jayanagar
15324,Yes,No,4.2,265,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Cafes,Jayanagar
15325,Yes,Yes,4.3,1907,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800,Cafes,Jayanagar
15326,Yes,No,4.6,233,Jayanagar,Cafe,"Cafe, Beverages",400,Cafes,Jayanagar
15327,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Cafes,Jayanagar
15328,No,No,4.1,108,Jayanagar,Cafe,"Cafe, Desserts",700,Cafes,Jayanagar
15329,Yes,No,4.0,310,Jayanagar,Cafe,"Cafe, Continental, Asian",750,Cafes,Jayanagar
15330,Yes,No,3.8,30,Jayanagar,Cafe,Cafe,400,Cafes,Jayanagar
15331,No,No,3.8,20,Jayanagar,Cafe,"Cafe, Beverages",400,Cafes,Jayanagar
15332,No,No,3.8,46,Jayanagar,Cafe,Cafe,400,Cafes,Jayanagar
15333,No,No,3.6,19,Jayanagar,Quick Bites,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",200,Cafes,Jayanagar
15334,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Cafes,Jayanagar
15335,No,No,4.0,62,Jayanagar,Cafe,Cafe,150,Cafes,Jayanagar
15336,Yes,No,4.2,450,Jayanagar,Cafe,"Cafe, Beverages, Fast Food",400,Cafes,Jayanagar
15337,Yes,Yes,3.9,295,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",650,Cafes,Jayanagar
15338,No,No,3.2,59,Jayanagar,"Cafe, Casual Dining","Cafe, Fast Food",550,Cafes,Jayanagar
15339,Yes,No,2.9,62,Jayanagar,"Quick Bites, Cafe","Chinese, Fast Food, Cafe",650,Cafes,Jayanagar
15340,Yes,No,3.9,247,Jayanagar,Cafe,"Cafe, Continental, Italian, Burger",400,Cafes,Jayanagar
15341,No,No,3.4,13,Jayanagar,Cafe,"Cafe, Continental, Italian",550,Cafes,Jayanagar
15342,Yes,No,2.5,157,Jayanagar,Cafe,"Cafe, American, Pizza",450,Cafes,Jayanagar
15343,Yes,No,2.9,33,Jayanagar,Cafe,Cafe,650,Cafes,Jayanagar
15344,No,No,3.3,4,Jayanagar,"Quick Bites, Cafe","Street Food, Cafe",400,Cafes,Jayanagar
15345,No,No,3.7,167,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",400,Cafes,Jayanagar
15346,Yes,No,4.1,53,JP Nagar,Cafe,"Cafe, Sandwich, Burger",600,Cafes,Jayanagar
15347,No,No,3.9,764,JP Nagar,"Cafe, Bakery","Cafe, Bakery, Italian",600,Cafes,Jayanagar
15348,Yes,Yes,4.2,152,Banashankari,Cafe,"Cafe, Italian, Continental",600,Cafes,Jayanagar
15349,Yes,No,4.0,510,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000,Cafes,Jayanagar
15350,No,No,4.0,129,JP Nagar,Cafe,"Cafe, Continental",600,Cafes,Jayanagar
15351,Yes,Yes,4.2,239,JP Nagar,"Casual Dining, Cafe","Cafe, Asian, Burger, Continental, Italian, Salad",600,Cafes,Jayanagar
15352,Yes,No,4.1,464,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",500,Cafes,Jayanagar
15353,Yes,Yes,4.4,4410,JP Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Cafes,Jayanagar
15354,Yes,No,3.6,17,Bannerghatta Road,Dessert Parlor,"Desserts, Cafe, Beverages",900,Cafes,Jayanagar
15355,Yes,No,4.2,170,JP Nagar,Cafe,"Cafe, Beverages, Desserts",600,Cafes,Jayanagar
15356,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650,Cafes,Jayanagar
15357,Yes,No,4.0,41,Bannerghatta Road,Food Court,"Cafe, Fast Food, Desserts, Beverages",400,Cafes,Jayanagar
15358,No,No,4.1,522,JP Nagar,Cafe,"Cafe, Continental, Italian",550,Cafes,Jayanagar
15359,Yes,No,3.6,19,BTM,Cafe,"Cafe, Fast Food, Beverages",400,Cafes,Jayanagar
15360,Yes,No,3.9,153,JP Nagar,Food Court,"Cafe, Desserts",400,Cafes,Jayanagar
15361,Yes,No,3.8,145,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Cafes,Jayanagar
15362,Yes,No,4.0,204,BTM,"Cafe, Bakery","Cafe, Bakery",500,Cafes,Jayanagar
15363,Yes,No,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,Cafes,Jayanagar
15364,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery",700,Cafes,Jayanagar
15365,Yes,No,3.8,614,BTM,Cafe,"Cafe, Italian, Mexican, Chinese",600,Cafes,Jayanagar
15366,Yes,No,3.0,61,BTM,Cafe,Cafe,650,Cafes,Jayanagar
15367,Yes,No,3.6,10,JP Nagar,Cafe,"Cafe, American, Burger, Sandwich, Fast Food",500,Cafes,Jayanagar
15368,Yes,No,3.6,41,BTM,Cafe,"Cafe, Continental, Fast Food",600,Cafes,Jayanagar
15369,Yes,No,2.6,18,JP Nagar,Cafe,Cafe,500,Cafes,Jayanagar
15370,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Cafes,Jayanagar
15371,Yes,No,2.9,7,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400,Cafes,Jayanagar
15372,Yes,No,3.7,132,JP Nagar,Cafe,"Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes,Jayanagar
15373,Yes,No,3.3,5,BTM,Beverage Shop,Beverages,200,Cafes,Jayanagar
15374,No,No,3.3,14,Bannerghatta Road,"Cafe, Casual Dining","Cafe, Continental, North Indian, Bakery, Desserts",700,Cafes,Jayanagar
15375,No,No,3.8,33,JP Nagar,Cafe,Cafe,300,Cafes,Jayanagar
15376,No,No,3.2,11,BTM,Cafe,"Cafe, Healthy Food",500,Cafes,Jayanagar
15377,Yes,Yes,3.7,49,BTM,Cafe,"Cafe, Beverages",300,Cafes,Jayanagar
15378,No,No,3.6,22,BTM,Cafe,"Cafe, Fast Food",500,Cafes,Jayanagar
15379,Yes,No,2.7,85,JP Nagar,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,Cafes,Jayanagar
15380,No,No,3.8,63,BTM,Cafe,Cafe,500,Cafes,Jayanagar
15381,Yes,Yes,3.9,488,BTM,Cafe,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Cafes,Jayanagar
15382,Yes,No,3.8,187,JP Nagar,Cafe,"Cafe, American, Continental, Italian",500,Cafes,Jayanagar
15383,Yes,No,4.5,1187,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery,Jayanagar
15384,Yes,No,4.1,52,BTM,"Takeaway, Delivery","Seafood, BBQ, Biryani",250,Delivery,Jayanagar
15385,Yes,No,4.1,786,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Jayanagar
15386,Yes,No,4.0,203,BTM,"Sweet Shop, Quick Bites","Mithai, Street Food, Fast Food",200,Delivery,Jayanagar
15387,Yes,No,4.0,75,BTM,"Takeaway, Delivery","Fast Food, Sandwich",300,Delivery,Jayanagar
15388,Yes,No,3.9,248,BTM,Quick Bites,"Bengali, North Indian",400,Delivery,Jayanagar
15389,Yes,No,3.8,100,BTM,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Jayanagar
15390,Yes,No,3.8,630,South Bangalore,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Jayanagar
15391,Yes,No,4.2,1280,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,Delivery,Jayanagar
15392,Yes,No,4.3,287,Koramangala 4th Block,Delivery,North Indian,400,Delivery,Jayanagar
15393,Yes,No,3.9,175,BTM,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",450,Delivery,Jayanagar
15394,Yes,No,3.3,42,BTM,Quick Bites,Fast Food,500,Delivery,Jayanagar
15395,Yes,No,4.5,557,BTM,Dessert Parlor,"Desserts, Beverages",400,Delivery,Jayanagar
15396,Yes,No,3.4,151,BTM,Quick Bites,"Kerala, North Indian, Chinese",400,Delivery,Jayanagar
15397,Yes,No,3.4,130,Banashankari,Quick Bites,"Roast Chicken, Burger",300,Delivery,Jayanagar
15398,Yes,No,4.1,212,Koramangala 8th Block,Beverage Shop,"Beverages, Juices, Fast Food",150,Delivery,Jayanagar
15399,Yes,No,4.3,164,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",500,Delivery,Jayanagar
15400,Yes,No,3.7,22,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Seafood, Rolls",400,Delivery,Jayanagar
15401,Yes,No,3.8,22,JP Nagar,Quick Bites,"Bengali, Chinese",400,Delivery,Jayanagar
15402,Yes,No,4.1,16,BTM,Bakery,"Bakery, Desserts",200,Delivery,Jayanagar
